date,folderpath,foldername,reduced_foldername,reduced_jjdescription,jj_description,jj_type,cbix1/2,folder_uuid,cell_uuid,cell_line_uuid,disease_uuid,experiment_uuid,gene_uuid,institute_uuid,lab_uuid,organism_uuid,researcher_uuid,seqcompany_uuid,study_uuid,tissue_uuid,treatment_uuid,cell_name,cell_id_uberon,cell_line_name,age,sex,population,biopsy_source,category,sub_category,transformant,morphology,product_format,storage_conditions,imsrjax_id,cellosaurus_id,atcc_id,coriell_id,disease_category,disease_name,disease_symbol,disease_id_ncit,experiment_name,experiment_symbol,subtype,experiment_category_uuid,gene_id_hgnc,gene_id_ncbi,gene_name,gene_symbol,institute_name,lab_name,organism_name,latin_name,taxonomy_id_ncbi,researcher_name,institute,lab,seqcompany_name,study_name,tissue_name,tissue_id_bto,tissue_id_uberon,treatment_name,treatment_symbol
2019-08-29,../../mnt/data/research_data/2019-08-29_dream132_peace_human_crc,2019-08-29_dream132_peace_human_crc,_dream132_peace_human_crc,peace human colon tumors and adjacent normal tissue,Peace human colon tumors and adjacent normal tissue,DREAM,CBIX,a3f148e2-1d27-4446-8375-5443cde3475a,,,6dd18eb5-7670-4166-aaff-c5d86908b66e,66423d4c-e16d-4c36-8543-89e0e6750a2b,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,e52ad199-6fb4-43b1-9a21-8950afb782b6,,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,Cancer,Colon adenocarcinoma,,C4349,DREAM,Dream,,bcae3717-d9a9-4ff3-93c0-6800681e3306,,,,,,,Human,Homo sapiens,9606,Peace Park,Coriell,The Issa & Jelenik Lab,,,Colon,TO_0000269,UBERON_0001155,,
2022-06-02,../../mnt/data/research_data/2022-06-02_bis_amplicons_op3,2022-06-02_bis_amplicons_op3,_bis_amplicons_op3,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,39406433-c0c5-4f7c-bdd2-ceba6334e500,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,587774c3-fa9f-45c0-9a93-7594676fdff7,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Optimizing Pain Treatment In New Jersey (OPTIN) Study,Saliva,BTO_0001202,UBERON_0001836,,
2022-06-02,../../mnt/data/research_data/2022-06-02_bis_amplicons_op3,2022-06-02_bis_amplicons_op3,_bis_amplicons_op3,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,39406433-c0c5-4f7c-bdd2-ceba6334e500,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,39beeead-8a45-4763-bdf2-476a180c4d09,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Genomics of Opioid Addiction Longitudinal Study (GOALS) Study,Saliva,BTO_0001202,UBERON_0001836,,
2022-06-02,../../mnt/data/research_data/2022-06-02_bis_amplicons_op3,2022-06-02_bis_amplicons_op3,_bis_amplicons_op3,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,39406433-c0c5-4f7c-bdd2-ceba6334e500,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,587774c3-fa9f-45c0-9a93-7594676fdff7,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Optimizing Pain Treatment In New Jersey (OPTIN) Study,Saliva,BTO_0001202,UBERON_0001836,,
2022-06-02,../../mnt/data/research_data/2022-06-02_bis_amplicons_op3,2022-06-02_bis_amplicons_op3,_bis_amplicons_op3,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,39406433-c0c5-4f7c-bdd2-ceba6334e500,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,39beeead-8a45-4763-bdf2-476a180c4d09,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Genomics of Opioid Addiction Longitudinal Study (GOALS) Study,Saliva,BTO_0001202,UBERON_0001836,,
2023-04-08,../../mnt/data/research_data/2023-04-08_bisamp_colon_mplex13,2023-04-08_bisamp_colon_mplex13,_bisamp_colon_mplex13,,,,CBIX,002f3491-0cba-4571-b41d-a5db6bb1a0a9,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,,,,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,,,,,,,,,Colon,TO_0000269,UBERON_0001155,,
2023-04-08,../../mnt/data/research_data/2023-04-08_bisamp_colon_mplex13,2023-04-08_bisamp_colon_mplex13,_bisamp_colon_mplex13,,,,CBIX,002f3491-0cba-4571-b41d-a5db6bb1a0a9,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,,,,,,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,,,,,,,,,,,Colon,TO_0000269,UBERON_0001155,,
2023-01-25,../../mnt/data/research_data/2023-01-25_bisamp_rrbs_targets_cuh,2023-01-25_bisamp_rrbs_targets_cuh,_bisamp_rrbs_targets_cuh,jj rrbs targets cooper,JJ RRBS targets Cooper,bisamp,CBIX,426e4718-51be-4d18-93ef-db90f9918822,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,05520901-2504-446c-917d-d240ddaf479f,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Cooper University Hospital (CUH),The Issa & Jelenik Lab,,,,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,,,,,
2023-01-25,../../mnt/data/research_data/2023-01-25_bisamp_rrbs_targets_cuh,2023-01-25_bisamp_rrbs_targets_cuh,_bisamp_rrbs_targets_cuh,jj rrbs targets cooper,JJ RRBS targets Cooper,bisamp,CBIX,426e4718-51be-4d18-93ef-db90f9918822,,,,151945b9-9034-43c8-9ac2-102b179d9f2b,,05520901-2504-446c-917d-d240ddaf479f,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,,,,,,,,,,,,,,,,,,,,,,,,Reduced-Representation Bisulfite Sequencing (RRBS-seq),RRBS-Seq,,32a31bfc-0de6-4689-b7f9-314f56af2373,,,,,Cooper University Hospital (CUH),The Issa & Jelenik Lab,,,,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,,,,,
2023-01-25,../../mnt/data/research_data/2023-01-25_bisamp_rrbs_targets_cuh,2023-01-25_bisamp_rrbs_targets_cuh,_bisamp_rrbs_targets_cuh,jj rrbs targets cooper,JJ RRBS targets Cooper,bisamp,CBIX,426e4718-51be-4d18-93ef-db90f9918822,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,05520901-2504-446c-917d-d240ddaf479f,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Cooper University Hospital (CUH),The Issa & Jelenik Lab,,,,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,,,,,
2024-01-04,../../mnt/data/research_data/2024-01-04_cuh_chip_targeted_novogene,2024-01-04_cuh_chip_targeted_novogene,_cuh_chip_targeted_novogene,,,,CBIX,6c1531e9-8a75-41e3-979c-913ee18307df,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,05520901-2504-446c-917d-d240ddaf479f,,,,cb19ef50-293a-4192-9366-6b35a94883fb,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Cooper University Hospital (CUH),,,,,,,,Novogene,,,,,,
2024-01-04,../../mnt/data/research_data/2024-01-04_cuh_chip_targeted_novogene,2024-01-04_cuh_chip_targeted_novogene,_cuh_chip_targeted_novogene,,,,CBIX,6c1531e9-8a75-41e3-979c-913ee18307df,,,,45a187e0-c1c5-4055-84be-95a397911b15,,05520901-2504-446c-917d-d240ddaf479f,,,,cb19ef50-293a-4192-9366-6b35a94883fb,,,,,,,,,,,,,,,,,,,,,,,,,Chromatin Immunoprecipitation Sequencing (ChIP-Seq),ChIP-Seq,,96d2c5b8-eaf2-43de-ad63-f854c2300b17,,,,,Cooper University Hospital (CUH),,,,,,,,Novogene,,,,,,
2022-10-21,../../mnt/data/research_data/2022-10-21_bisamp_bloodsep_24samples_13mplex_micro,2022-10-21_bisamp_bloodsep_24samples_13mplex_micro,_bisamp_bloodsep_24samples_13mplex_micro,woonbok blood separated subpopulations,Woonbok blood separated subpopulations,bisamp,CBIX,51146b8b-ef6f-4543-87d5-4d0dbada5cd9,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2022-10-21,../../mnt/data/research_data/2022-10-21_bisamp_bloodsep_24samples_13mplex_micro,2022-10-21_bisamp_bloodsep_24samples_13mplex_micro,_bisamp_bloodsep_24samples_13mplex_micro,woonbok blood separated subpopulations,Woonbok blood separated subpopulations,bisamp,CBIX,51146b8b-ef6f-4543-87d5-4d0dbada5cd9,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,,,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2019-07-01,../../mnt/data/research_data/2019-07-01_rrbs34B_himani_mouse_intestine_aging,2019-07-01_rrbs34B_himani_mouse_intestine_aging,_rrbs34b_himani_mouse_intestine_aging,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,32bd0877-2404-4045-86c1-b0611876c13b,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,f37686a5-7ce9-42b0-8afd-dceff66be278,,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,Colon,TO_0000269,UBERON_0001155,,
2019-07-01,../../mnt/data/research_data/2019-07-01_rrbs34B_himani_mouse_intestine_aging,2019-07-01_rrbs34B_himani_mouse_intestine_aging,_rrbs34b_himani_mouse_intestine_aging,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,32bd0877-2404-4045-86c1-b0611876c13b,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,f37686a5-7ce9-42b0-8afd-dceff66be278,,,710cb968-9245-4b74-bcf2-7b694e4a8f7b,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,Intestine,BTO_0000648,UBERON_0000160,,
2019-07-01,../../mnt/data/research_data/2019-07-01_rrbs34B_himani_mouse_intestine_aging,2019-07-01_rrbs34B_himani_mouse_intestine_aging,_rrbs34b_himani_mouse_intestine_aging,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,32bd0877-2404-4045-86c1-b0611876c13b,,,,151945b9-9034-43c8-9ac2-102b179d9f2b,,,,00545a01-4032-4713-ab5f-2a4414d3d130,f37686a5-7ce9-42b0-8afd-dceff66be278,,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,,,,,Reduced-Representation Bisulfite Sequencing (RRBS-seq),RRBS-Seq,,32a31bfc-0de6-4689-b7f9-314f56af2373,,,,,,,Mouse,Mus musculus,1758,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,Colon,TO_0000269,UBERON_0001155,,
2019-07-01,../../mnt/data/research_data/2019-07-01_rrbs34B_himani_mouse_intestine_aging,2019-07-01_rrbs34B_himani_mouse_intestine_aging,_rrbs34b_himani_mouse_intestine_aging,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,32bd0877-2404-4045-86c1-b0611876c13b,,,,151945b9-9034-43c8-9ac2-102b179d9f2b,,,,00545a01-4032-4713-ab5f-2a4414d3d130,f37686a5-7ce9-42b0-8afd-dceff66be278,,,710cb968-9245-4b74-bcf2-7b694e4a8f7b,,,,,,,,,,,,,,,,,,,,,,,Reduced-Representation Bisulfite Sequencing (RRBS-seq),RRBS-Seq,,32a31bfc-0de6-4689-b7f9-314f56af2373,,,,,,,Mouse,Mus musculus,1758,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,Intestine,BTO_0000648,UBERON_0000160,,
2020-10-12,../../mnt/data/research_data/2020-10-12_rrbs57_cori,2020-10-12_rrbs57_cori,_rrbs57_cori,"jj human blood saliva cori, control","JJ human blood saliva CORI, control",RRBS,CBIX,a15db08d-73fe-4a14-bd7a-d46f86f0ac3f,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Camden Opioid Research Initiative (CORI),The Issa & Jelenik Lab,Human,Homo sapiens,9606,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2020-10-12,../../mnt/data/research_data/2020-10-12_rrbs57_cori,2020-10-12_rrbs57_cori,_rrbs57_cori,"jj human blood saliva cori, control","JJ human blood saliva CORI, control",RRBS,CBIX,a15db08d-73fe-4a14-bd7a-d46f86f0ac3f,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Camden Opioid Research Initiative (CORI),The Issa & Jelenik Lab,Human,Homo sapiens,9606,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,Saliva,BTO_0001202,UBERON_0001836,,
2020-10-12,../../mnt/data/research_data/2020-10-12_rrbs57_cori,2020-10-12_rrbs57_cori,_rrbs57_cori,"jj human blood saliva cori, control","JJ human blood saliva CORI, control",RRBS,CBIX,a15db08d-73fe-4a14-bd7a-d46f86f0ac3f,,,,151945b9-9034-43c8-9ac2-102b179d9f2b,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,Reduced-Representation Bisulfite Sequencing (RRBS-seq),RRBS-Seq,,32a31bfc-0de6-4689-b7f9-314f56af2373,,,,,Camden Opioid Research Initiative (CORI),The Issa & Jelenik Lab,Human,Homo sapiens,9606,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2020-10-12,../../mnt/data/research_data/2020-10-12_rrbs57_cori,2020-10-12_rrbs57_cori,_rrbs57_cori,"jj human blood saliva cori, control","JJ human blood saliva CORI, control",RRBS,CBIX,a15db08d-73fe-4a14-bd7a-d46f86f0ac3f,,,,151945b9-9034-43c8-9ac2-102b179d9f2b,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,Reduced-Representation Bisulfite Sequencing (RRBS-seq),RRBS-Seq,,32a31bfc-0de6-4689-b7f9-314f56af2373,,,,,Camden Opioid Research Initiative (CORI),The Issa & Jelenik Lab,Human,Homo sapiens,9606,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,Saliva,BTO_0001202,UBERON_0001836,,
2020-02-20,../../mnt/data/research_data/2020-02-20_rnaseq_mouse_hyeseon_novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,_rnaseq_mouse_hyeseon_novogene,hyeseon mouse aging heart kidney ,HyeSeon mouse aging heart kidney ,RNA-seq,CBIX,124791e2-7a89-43cb-b00b-bb38e169ea14,,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,,,,00545a01-4032-4713-ab5f-2a4414d3d130,7201b895-0ffb-4878-8541-c3d18d41fe42,cb19ef50-293a-4192-9366-6b35a94883fb,,9736d44a-356d-4e7f-b3d0-597001bd2b45,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,HyeSeon,,,Novogene,,Heart,BTO_0000562,UBERON_0000948,,
2020-02-20,../../mnt/data/research_data/2020-02-20_rnaseq_mouse_hyeseon_novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,_rnaseq_mouse_hyeseon_novogene,hyeseon mouse aging heart kidney ,HyeSeon mouse aging heart kidney ,RNA-seq,CBIX,124791e2-7a89-43cb-b00b-bb38e169ea14,,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,,,,00545a01-4032-4713-ab5f-2a4414d3d130,7201b895-0ffb-4878-8541-c3d18d41fe42,cb19ef50-293a-4192-9366-6b35a94883fb,,a5aa2813-abbf-43e2-8616-ffd4dac1c2d9,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,HyeSeon,,,Novogene,,Kidney,BTO_0000671,UBERON_0002113,,
2020-02-20,../../mnt/data/research_data/2020-02-20_rnaseq_mouse_hyeseon_novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,_rnaseq_mouse_hyeseon_novogene,hyeseon mouse aging heart kidney ,HyeSeon mouse aging heart kidney ,RNA-seq,CBIX,124791e2-7a89-43cb-b00b-bb38e169ea14,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,7201b895-0ffb-4878-8541-c3d18d41fe42,cb19ef50-293a-4192-9366-6b35a94883fb,,9736d44a-356d-4e7f-b3d0-597001bd2b45,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,HyeSeon,,,Novogene,,Heart,BTO_0000562,UBERON_0000948,,
2020-02-20,../../mnt/data/research_data/2020-02-20_rnaseq_mouse_hyeseon_novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,_rnaseq_mouse_hyeseon_novogene,hyeseon mouse aging heart kidney ,HyeSeon mouse aging heart kidney ,RNA-seq,CBIX,124791e2-7a89-43cb-b00b-bb38e169ea14,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,7201b895-0ffb-4878-8541-c3d18d41fe42,cb19ef50-293a-4192-9366-6b35a94883fb,,a5aa2813-abbf-43e2-8616-ffd4dac1c2d9,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,HyeSeon,,,Novogene,,Kidney,BTO_0000671,UBERON_0002113,,
2022-06-30,../../mnt/data/research_data/2022-06-30_cpmc1_bisamp,2022-06-30_cpmc1_bisamp,_cpmc1_bisamp,woonbok saliva cpmc,Woonbok saliva CPMC,bisamp,CBIX,46d3d0a8-8760-4947-8d7c-b29df0c24f22,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,fd3bf6b3-b043-4d49-b169-57db4d90c949,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Coriell Personalized Medicine Collaborative,,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Saliva,BTO_0001202,UBERON_0001836,,
2022-06-30,../../mnt/data/research_data/2022-06-30_cpmc1_bisamp,2022-06-30_cpmc1_bisamp,_cpmc1_bisamp,woonbok saliva cpmc,Woonbok saliva CPMC,bisamp,CBIX,46d3d0a8-8760-4947-8d7c-b29df0c24f22,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,fd3bf6b3-b043-4d49-b169-57db4d90c949,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Coriell Personalized Medicine Collaborative,,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Saliva,BTO_0001202,UBERON_0001836,,
2022-11-18,../../mnt/data/research_data/2022-11-18_bisamp_bloodsep_3plex_micro,2022-11-18_bisamp_bloodsep_3plex_micro,_bisamp_bloodsep_3plex_micro,woonbok blood separated subpopulations,Woonbok blood separated subpopulations,bisamp,CBIX,79ef400f-1385-4b54-b79b-0d0ec6195328,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2022-11-18,../../mnt/data/research_data/2022-11-18_bisamp_bloodsep_3plex_micro,2022-11-18_bisamp_bloodsep_3plex_micro,_bisamp_bloodsep_3plex_micro,woonbok blood separated subpopulations,Woonbok blood separated subpopulations,bisamp,CBIX,79ef400f-1385-4b54-b79b-0d0ec6195328,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,,,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2022-05-10,../../mnt/data/research_data/2022-05-10_rrbs_b6_gf_mouse_colon_peace_miseq_nano,2022-05-10_rrbs_b6_gf_mouse_colon_peace_miseq_nano,_rrbs_b6_gf_mouse_colon_peace_miseq_nano,peace b6 gf mouse colon,Peace B6 gf mouse colon,RRBS,CBIX,3d5e7d33-b495-469f-8dd1-cbcd6a4bbcfb,,e04d421f-da43-4f01-894c-2a2a015fe1b0,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,e52ad199-6fb4-43b1-9a21-8950afb782b6,c72f1128-4104-4434-91bf-81cd04381a07,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,C57BL/6J (B6),,,,Colon,Mouse strain,,,,,,IMSR_JAX:000664,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Peace Park,Coriell,The Issa & Jelenik Lab,Illumina,,Colon,TO_0000269,UBERON_0001155,,
