date,folderpath,foldername,reduced_foldername,reduced_jjdescription,jj_description_x,jj_type,cbix1/2,folder_uuid,cell_line_uuid,cell_line_name_x,folder_name_x,jj_description_y,disease_uuid,disease_name_x,disease_category_x,disease_symbol_x,disease_id_ncit_x,folder_name_y,jj_description_x,experiment_uuid,gene_uuid,lab_uuid,organism_uuid,organism_name_x,folder_name_x,jj_description_y,partner_uuid,partner_name_x,folder_name_y,jj_description_x,researcher_uuid,seqcompany_uuid,seqcompany_name_x,folder_name_x,jj_description_y,treatment_uuid,treatment_name_x,treatment_symbol_x,folder_name_y,jj_description,search_term_x,cell_line_name_y,organism,Age,Sex,Population,Biopsy Source,Tissue Type,Cell Type,Category,Sub-Category,Transformant,Morphology,Disease Category,Disease,Disease Type,Disease Grade,Disease ID (NCIt),Product Format,Storage Conditions,Sequence Variations?,imsrjax_id,cellosaurus_id,atcc_id,coriell_id,disease_category_y,disease_name_y,disease_symbol_y,disease_id_ncit_y,search_term_y,search_term_x,experiment_name,experiment_symbol,subtype,experiment_category_uuid,search_term_y,gene_id_hgnc,gene_id_ncbi,gene_name,organism_name_y,gene_symbol,search_term_x,lab_name,search_term_y,organism_name,search_term_x,partner_name_y,search_term_y,researcher_name,affiliation,lab,search_term_x,seqcompany_name_y,search_term_y,treatment_name_y,treatment_symbol_y
2022-05-04,../../mnt/data/research_data/2022-05-04_RNAseq_Zhaorui_12-human-EukmRNAseq,2022-05-04_RNAseq_Zhaorui_12-human-EukmRNAseq,_rnaseq_zhaorui_12-human-eukmrnaseq,jian huang human,Jian Huang human,RNA-seq,CBIX,4fa74a38-fbd0-44c0-a72a-b8f4cd392197,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,6f90f5fa-2a4f-488a-9522-595e345f19b5,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2022-05-04_RNAseq_Zhaorui_12-human-EukmRNAseq,Jian Huang human,,,,,4caa5ded-3357-4d41-8ad6-9e1cfaa849ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jian,The Jian Huang Lab,"human,hek,goals,optin,hwgs",Human,,,zhaorui,Zhaorui Lian,Coriell,The Jian Huang Lab,,,,,
2022-05-04,../../mnt/data/research_data/2022-05-04_RNAseq_Zhaorui_12-human-EukmRNAseq,2022-05-04_RNAseq_Zhaorui_12-human-EukmRNAseq,_rnaseq_zhaorui_12-human-eukmrnaseq,jian huang human,Jian Huang human,RNA-seq,CBIX,4fa74a38-fbd0-44c0-a72a-b8f4cd392197,,,,,,,,,,,,900d0630-779a-4c8e-996d-62f75df9e305,,6f90f5fa-2a4f-488a-9522-595e345f19b5,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2022-05-04_RNAseq_Zhaorui_12-human-EukmRNAseq,Jian Huang human,,,,,4caa5ded-3357-4d41-8ad6-9e1cfaa849ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jian,The Jian Huang Lab,"human,hek,goals,optin,hwgs",Human,,,zhaorui,Zhaorui Lian,Coriell,The Jian Huang Lab,,,,,
2023-11-09,../../mnt/data/research_data/2023-11-09_diego_crispr_clones,2023-11-09_diego_crispr_clones,_diego_crispr_clones,,,,CBIX,08af5fb1-b6df-4fb5-a73c-3119a8925257,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego,Diego Morales,Coriell,,,,,,
2023-05-25,../../mnt/data/research_data/2023-05-25_crispr_clones_diego,2023-05-25_crispr_clones_diego,_crispr_clones_diego,,,,CBIX,288accf1-db68-42a0-a43a-b853693a2ac1,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego,Diego Morales,Coriell,,,,,,
2023-11-09,../../mnt/data/research_data/2023-11-09_diego_crispr_clones,2023-11-09_diego_crispr_clones,_diego_crispr_clones,,,,CBIX,08af5fb1-b6df-4fb5-a73c-3119a8925257,,,,,,,,,,,,3cf00ca3-5198-45f8-bc7a-6379172f6f02,,,,,,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego,Diego Morales,Coriell,,,,,,
2023-05-25,../../mnt/data/research_data/2023-05-25_crispr_clones_diego,2023-05-25_crispr_clones_diego,_crispr_clones_diego,,,,CBIX,288accf1-db68-42a0-a43a-b853693a2ac1,,,,,,,,,,,,3cf00ca3-5198-45f8-bc7a-6379172f6f02,,,,,,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego,Diego Morales,Coriell,,,,,,
2023-06-10,../../mnt/data/research_data/2023-06-10_miseq_cdk5r1_crispr_diego,2023-06-10_miseq_cdk5r1_crispr_diego,_miseq_cdk5r1_crispr_diego,,,,CBIX,32add833-fe8d-4713-921b-cc7a4acf6eb7,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,f18d388a-ed40-4924-a85f-4d6ffc67435c,,,,,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego,Diego Morales,Coriell,,,,,,
2023-06-10,../../mnt/data/research_data/2023-06-10_miseq_cdk5r1_crispr_diego,2023-06-10_miseq_cdk5r1_crispr_diego,_miseq_cdk5r1_crispr_diego,,,,CBIX,32add833-fe8d-4713-921b-cc7a4acf6eb7,,,,,,,,,,,,3cf00ca3-5198-45f8-bc7a-6379172f6f02,f18d388a-ed40-4924-a85f-4d6ffc67435c,,,,,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego,Diego Morales,Coriell,,,,,,
2023-03-22,../../mnt/data/research_data/2023-03-22_rnaseq_human_mouse_diego,2023-03-22_rnaseq_human_mouse_diego,_rnaseq_human_mouse_diego,,,,CBIX,2d83c98b-685a-41f6-b2df-68957cec8254,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-03-22_rnaseq_human_mouse_diego,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,diego,Diego Morales,Coriell,,,,,,
2023-03-22,../../mnt/data/research_data/2023-03-22_rnaseq_human_mouse_diego,2023-03-22_rnaseq_human_mouse_diego,_rnaseq_human_mouse_diego,,,,CBIX,2d83c98b-685a-41f6-b2df-68957cec8254,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-03-22_rnaseq_human_mouse_diego,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,diego,Diego Morales,Coriell,,,,,,
2023-03-22,../../mnt/data/research_data/2023-03-22_rnaseq_human_mouse_diego,2023-03-22_rnaseq_human_mouse_diego,_rnaseq_human_mouse_diego,,,,CBIX,2d83c98b-685a-41f6-b2df-68957cec8254,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-03-22_rnaseq_human_mouse_diego,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,diego,Diego Morales,Coriell,,,,,,
2023-03-22,../../mnt/data/research_data/2023-03-22_rnaseq_human_mouse_diego,2023-03-22_rnaseq_human_mouse_diego,_rnaseq_human_mouse_diego,,,,CBIX,2d83c98b-685a-41f6-b2df-68957cec8254,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-03-22_rnaseq_human_mouse_diego,,,,,,2a6fd30b-34ce-4468-946a-a754e430158a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,diego,Diego Morales,Coriell,,,,,,
2023-10-03,../../mnt/data/research_data/2023-10-03_sc_atac_miseq_himani,2023-10-03_sc_atac_miseq_himani,_sc_atac_miseq_himani,,,,CBIX,45c15b45-4dd3-4e86-bba1-47977677e173,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-10-03,../../mnt/data/research_data/2023-10-03_sc_atac_miseq_himani,2023-10-03_sc_atac_miseq_himani,_sc_atac_miseq_himani,,,,CBIX,45c15b45-4dd3-4e86-bba1-47977677e173,,,,,,,,,,,,8ccec751-9bf7-4a92-a07e-7911ae7aeb0a,,,,,,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-08-29,../../mnt/data/research_data/2019-08-29_rrbs39_himani_intestine_12month,2019-08-29_rrbs39_himani_intestine_12month,_rrbs39_himani_intestine_12month,himani mouse intestine and colon young old,Himani mouse intestine and colon young old,RRBS,CBIX,f5e3f452-bde9-44fc-822c-fbea08e822c8,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-08-29_rrbs39_himani_intestine_12month,Himani mouse intestine and colon young old,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-01-20,../../mnt/data/research_data/2023-01-20_sc_rnaseq_mouse_intestine_miseq,2023-01-20_sc_rnaseq_mouse_intestine_miseq,_sc_rnaseq_mouse_intestine_miseq,himani mouse intestine,Himani mouse intestine,scRNA-seq,CBIX,e438cfee-2255-4531-8bf8-ec77bf89fc69,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-01-20_sc_rnaseq_mouse_intestine_miseq,Himani mouse intestine,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-07-17,../../mnt/data/research_data/2019-07-17_rrbs24B_redownload,2019-07-17_rrbs24B_redownload,_rrbs24b_redownload,himani mouse intestine and colon,Himani mouse intestine and colon,RRBS,CBIX,db7a66b0-b104-4085-b6f1-291982b29ace,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-07-17_rrbs24B_redownload,Himani mouse intestine and colon,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2021-08-26,../../mnt/data/research_data/2021-08-26_novaseq_rrbs_mouse_peace_himani,2021-08-26_novaseq_rrbs_mouse_peace_himani,_novaseq_rrbs_mouse_peace_himani,peace mouse gf aging,Peace mouse gf aging,RRBS,CBIX,f0ee1987-d273-491f-9767-da64fc3e1137,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2021-08-26_novaseq_rrbs_mouse_peace_himani,Peace mouse gf aging,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-01-21,../../mnt/data/research_data/2023-01-21_sc_atac_mouse_intestine,2023-01-21_sc_atac_mouse_intestine,_sc_atac_mouse_intestine,himani mouse intestine,Himani mouse intestine,scATAC-seq,CBIX,7db85289-6567-455f-9985-4576a8bfa049,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-01-21_sc_atac_mouse_intestine,Himani mouse intestine,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-05-29,../../mnt/data/research_data/2023-05-29_rnaseq_mouse_intestine_himani,2023-05-29_rnaseq_mouse_intestine_himani,_rnaseq_mouse_intestine_himani,,,,CBIX,40ef6a59-3e56-44b7-9d27-2a57811e5a20,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-05-29_rnaseq_mouse_intestine_himani,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-05-19,../../mnt/data/research_data/2023-05-19_rrbs_mouse_himani,2023-05-19_rrbs_mouse_himani,_rrbs_mouse_himani,,,,CBIX,1fbd73fb-9d17-4a3c-9ab9-7838d2a01314,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-05-19_rrbs_mouse_himani,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2024-01-02,../../mnt/data/research_data/2024-01-02_multiome_bcl_mouse_himani,2024-01-02_multiome_bcl_mouse_himani,_multiome_bcl_mouse_himani,,,,CBIX,630e9714-faf6-455b-acbe-8ac76889a824,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2024-01-02_multiome_bcl_mouse_himani,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-03-28,../../mnt/data/research_data/2019-03-28_rrbs32_himani_kit-failure,2019-03-28_rrbs32_himani_kit-failure,_rrbs32_himani_kit-failure,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,40219ff4-a113-4b39-ba8d-638609a63fb7,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-03-28_rrbs32_himani_kit-failure,Himani mouse intestine and colon samples,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2021-03-29,../../mnt/data/research_data/2021-03-29_rrbs61-65_peace_hg_himani_mm,2021-03-29_rrbs61-65_peace_hg_himani_mm,_rrbs61-65_peace_hg_himani_mm,himani peace aging mice intestine colon himani | peace gf mice,Himani Peace aging mice intestine colon Himani | Peace gf mice,RRBS,CBIX,826c2635-6e52-4f76-a154-b3a1b37e1c35,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2021-03-29_rrbs61-65_peace_hg_himani_mm,Himani Peace aging mice intestine colon Himani | Peace gf mice,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-08-29,../../mnt/data/research_data/2019-08-29_rrbs38_himani_organoid_aging,2019-08-29_rrbs38_himani_organoid_aging,_rrbs38_himani_organoid_aging,himani mouse intestine and colon organoids young old,Himani mouse intestine and colon organoids young old,RRBS,CBIX,bf6a4899-1304-4d7f-8256-04c8cb9a1fbd,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-08-29_rrbs38_himani_organoid_aging,Himani mouse intestine and colon organoids young old,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2022-06-10,../../mnt/data/research_data/2022-06-10_rrbs_mouse_aging_himani_i7index,2022-06-10_rrbs_mouse_aging_himani_i7index,_rrbs_mouse_aging_himani_i7index,himani mouse aging,Himani mouse aging,RRBS,CBIX,f98b39b0-fc7d-452f-9307-7a0026aaf842,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2022-06-10_rrbs_mouse_aging_himani_i7index,Himani mouse aging,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-07-01,../../mnt/data/research_data/2019-07-01_rrbs34B_himani_mouse_intestine_aging,2019-07-01_rrbs34B_himani_mouse_intestine_aging,_rrbs34b_himani_mouse_intestine_aging,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,23d32647-00d0-462b-af48-430b01b7da12,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-07-01_rrbs34B_himani_mouse_intestine_aging,Himani mouse intestine and colon samples,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2022-06-10,../../mnt/data/research_data/2022-06-10_rrbs_mouse_organoids_himani_i5i7index,2022-06-10_rrbs_mouse_organoids_himani_i5i7index,_rrbs_mouse_organoids_himani_i5i7index,himani mouse aging organoids,Himani mouse aging organoids,RRBS,CBIX,a9a15858-dbbf-4d20-bced-d8651977f73e,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2022-06-10_rrbs_mouse_organoids_himani_i5i7index,Himani mouse aging organoids,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-05-20,../../mnt/data/research_data/2023-05-20_scRNA_mouse_himani,2023-05-20_scRNA_mouse_himani,_scrna_mouse_himani,,,,CBIX,e62d1146-e9e0-41c2-8ceb-4ddeffedb808,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-05-20_scRNA_mouse_himani,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2024-01-03,../../mnt/data/research_data/2024-01-03_rrbs_himani_mouse,2024-01-03_rrbs_himani_mouse,_rrbs_himani_mouse,,,,CBIX,727f6b32-4c03-42fe-9a5a-143a83d595a1,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2024-01-03_rrbs_himani_mouse,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-06-03,../../mnt/data/research_data/2019-06-03_rrbs34_himani,2019-06-03_rrbs34_himani,_rrbs34_himani,himani mouse colon samples,Himani mouse colon samples,RRBS,CBIX,bfc3d9d6-c8f5-4bca-991e-180b3b1be995,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-06-03_rrbs34_himani,Himani mouse colon samples,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-08-29,../../mnt/data/research_data/2019-08-29_rrbs39_himani_intestine_12month,2019-08-29_rrbs39_himani_intestine_12month,_rrbs39_himani_intestine_12month,himani mouse intestine and colon young old,Himani mouse intestine and colon young old,RRBS,CBIX,f5e3f452-bde9-44fc-822c-fbea08e822c8,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-08-29_rrbs39_himani_intestine_12month,Himani mouse intestine and colon young old,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-07-17,../../mnt/data/research_data/2019-07-17_rrbs24B_redownload,2019-07-17_rrbs24B_redownload,_rrbs24b_redownload,himani mouse intestine and colon,Himani mouse intestine and colon,RRBS,CBIX,db7a66b0-b104-4085-b6f1-291982b29ace,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-07-17_rrbs24B_redownload,Himani mouse intestine and colon,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2021-08-26,../../mnt/data/research_data/2021-08-26_novaseq_rrbs_mouse_peace_himani,2021-08-26_novaseq_rrbs_mouse_peace_himani,_novaseq_rrbs_mouse_peace_himani,peace mouse gf aging,Peace mouse gf aging,RRBS,CBIX,f0ee1987-d273-491f-9767-da64fc3e1137,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2021-08-26_novaseq_rrbs_mouse_peace_himani,Peace mouse gf aging,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2023-05-19,../../mnt/data/research_data/2023-05-19_rrbs_mouse_himani,2023-05-19_rrbs_mouse_himani,_rrbs_mouse_himani,,,,CBIX,1fbd73fb-9d17-4a3c-9ab9-7838d2a01314,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2023-05-19_rrbs_mouse_himani,,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2019-03-28,../../mnt/data/research_data/2019-03-28_rrbs32_himani_kit-failure,2019-03-28_rrbs32_himani_kit-failure,_rrbs32_himani_kit-failure,himani mouse intestine and colon samples,Himani mouse intestine and colon samples,RRBS,CBIX,40219ff4-a113-4b39-ba8d-638609a63fb7,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-03-28_rrbs32_himani_kit-failure,Himani mouse intestine and colon samples,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
2021-03-29,../../mnt/data/research_data/2021-03-29_rrbs61-65_peace_hg_himani_mm,2021-03-29_rrbs61-65_peace_hg_himani_mm,_rrbs61-65_peace_hg_himani_mm,himani peace aging mice intestine colon himani | peace gf mice,Himani Peace aging mice intestine colon Himani | Peace gf mice,RRBS,CBIX,826c2635-6e52-4f76-a154-b3a1b37e1c35,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2021-03-29_rrbs61-65_peace_hg_himani_mm,Himani Peace aging mice intestine colon Himani | Peace gf mice,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,,,,,
